title,system-identifier,publication-date,doi,is-conference,journal-title,journal-id-pbn,journal-id-issn,journal-id-eissn,journal-ministerial-list,journal-points,author-given-names,author-family-name,author-id-system,author-id-pbn,author-id-orcid,author-affiliated-to-unit,author-employed-in-unit
Menopausal status strongly influences the utility of predictive models in differential diagnosis of ovarian tumors: An external validation of selected diagnostic tools,8d26ac83-b61a-47fb-8024-570cbb01bf8d,2014,10.17772/gp/1879,,Ginekologia Polska,22385,,,A,15,Patryk,Żywica,,3992437,,TRUE,
Methods of reducing dimension for functional data,b7654267-0fb1-4458-bd04-1b5f0373d71b,2014,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Methods of reducing dimension for functional data,b7654267-0fb1-4458-bd04-1b5f0373d71b,2014,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Methods of reducing dimension for functional data,b7654267-0fb1-4458-bd04-1b5f0373d71b,2014,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Waldemar,Wołyński,027270,923993,,TRUE,TRUE
Methods of reducing dimension for functional data,b7654267-0fb1-4458-bd04-1b5f0373d71b,2014,,,STATISTICS IN TRANSITION,,35068,35068,B,15,Łukasz,Waszak,,,,TRUE,FALSE
Metrizable quotients of C<inf>p</inf>-spaces,e46251cb-1836-4fa8-b493-11c1ccfd51fb,2018,10.1016/j.topol.2018.09.012,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,,1480285,,TRUE,TRUE
Metrizable-like locally convex topologies on C(X),337ac79e-b228-46fe-bc58-fbdeb4cb4b03,2017,10.1016/j.topol.2017.07.016,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,,1480285,,TRUE,TRUE
Metrization conditions for topological vector spaces with Baire type properties,1e735a86-6f85-448a-a697-3107383cf9c6,2014,10.1016/j.topol.2014.05.007,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Mezocontinuous operators and solutions of difference equations,44952bcd-62eb-4187-a3e1-e5f97ea22f9f,2016,10.14232/ejqtde.2016.1.11,,Electronic Journal of Qualitative Theory of Differential Equations,,36424,,A,30,Janusz,Migda,,1480288,,TRUE,TRUE
Minimal representation in a quotient space over a lattice of unbounded closed convex sets,8e4c0cae-e01c-4930-9e3e-0543ba67c197,2017,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Minimal representation in a quotient space over a lattice of unbounded closed convex sets,8e4c0cae-e01c-4930-9e3e-0543ba67c197,2017,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Hubert,Przybycień,,1480322,,TRUE,TRUE
Minkowski-Rådström-Hörmander cone,8a60d049-4341-4a4d-a1b2-592b582c9eeb,2014,,,Pacific Journal of Optimization,35613,,,A,25,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Minkowski-Rådström-Hörmander cone,8a60d049-4341-4a4d-a1b2-592b582c9eeb,2014,,,Pacific Journal of Optimization,35613,,,A,25,Ryszard,Urbański,021418,923977,,TRUE,TRUE
Mixed Hodge structures and Weierstrass sigma-function,WOS:000324965100011,2013,10.1016/j.crma.2013.07.015,,COMPTES RENDUS MATHEMATIQUE,,,,,,Grzegorz,Banaszak,,1480338,,TRUE,TRUE
Mixed Hodge structures and Weierstrass sigma-function,WOS:000324965100011,2013,10.1016/j.crma.2013.07.015,,COMPTES RENDUS MATHEMATIQUE,,,,,,Jan,Milewski,,,,,
Mixed Hodge structures and Weierstrass σ-function,efbac059-eb3d-470f-9c56-bd3ea26d1b04,2013,10.1016/j.crma.2013.07.015,,COMPTES RENDUS MATHEMATIQUE,39017,,,A,20,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
Mixing in Random Digraphs with Application to the Forward-Secure Key Evolution in Wireless Sensor Networks,8efca3d1-dae0-4f52-9fdc-7a4d74944c33,2015,10.1145/2637482,,ACM Transactions on Sensor Networks,38181,,,A,40,Michał Krzysztof,Ren,,1480354,,TRUE,TRUE
Mixing in Random Digraphs with Application to the Forward-Secure Key Evolution in Wireless Sensor Networks,8efca3d1-dae0-4f52-9fdc-7a4d74944c33,2015,10.1145/2637482,,ACM Transactions on Sensor Networks,38181,,,A,40,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
Modeling crystal growth: Polyhedra with faces parallel to planes from a fixed finite set,5b76e651-ae71-4a65-bc38-be639ef15250,2015,,,"Bulletin de la Société des sciences et des lettres de Łódź, Série: Recherches sur les deformations",,43321,,B,14,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Modeling crystal growth: Polyhedra with faces parallel to planes from a fixed finite set,5b76e651-ae71-4a65-bc38-be639ef15250,2015,,,"Bulletin de la Société des sciences et des lettres de Łódź, Série: Recherches sur les deformations",,43321,,B,14,Ryszard,Urbański,021418,923977,,TRUE,TRUE
Module sectional category of products,3b3603b9-dbce-40c6-94b0-976b9dbcd510,2017,10.1007/s40062-017-0192-0,,Journal of Homotopy and Related Structures,47949,,,A,15,Jose Gabriel,Carrasquel Vera,,4003498,,TRUE,TRUE
Monotonicity properties and dominated best approximation problems in Orlicz spaces equipped with the p-Amemiya norm,8c62f32e-7894-4e82-8964-1bc1a656399f,2015,10.1016/j.jmaa.2015.07.004,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,,22916,,A,40,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Monotonicity properties and dominated best approximation problems in Orlicz spaces equipped with the p-Amemiya norm,8c62f32e-7894-4e82-8964-1bc1a656399f,2015,10.1016/j.jmaa.2015.07.004,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,,22916,,A,40,Marek,Wisła,,1480331,,TRUE,TRUE
Mordell-Weil ranks of families of elliptic curves associated to Pythagorean triples,PX-58dc0a97d5de83e77266a7ed,2013,10.4064/aa160-2-5,,ACTA ARITHMETICA,24635,,,A,20,Bartosz Stanisław,Naskręcki,,3994170,,TRUE,TRUE
Morphological Plant Modeling: Unleashing Geometric and Topological Potential within the Plant Sciences,aabaf1be-e3bc-49de-b7e2-ac5d58a74729,2018,10.3389/fpls.2017.00900,,FRONTIERS IN PLANT SCIENCE,,46557,,A,40,Wojciech,Pałubicki,,3984854,,,TRUE
Morrey Spaces on Domains: Different Approaches and Growth Envelopes,183bcffc-e571-460c-b6ab-86627bf77458,2018,10.1007/s12220-017-9843-y,,JOURNAL OF GEOMETRIC ANALYSIS,33090,,,A,35,Leszek,Skrzypczak,,1480337,,TRUE,TRUE
Morrey-type Space and Its Köthe Dual Space,2f5511a5-fba7-4d4d-adff-0fe79df17c53,2018,10.1007/s40840-016-0382-7,,Bulletin of the Malaysian Mathematical Sciences Society,25463,,,A,35,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Motywy wyboru żywności przez konsumentów - badania pilotażowe,0ed01758-d592-49b6-abb6-ca1cd3f58765,2016,10.17306/JARD.2015.87,,Journal of Agribusiness and Rural Development,,43102,43102,B,13,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Multicolor Ramsey numbers and restricted Turan numbers for the loose 3-uniform path of length three,8cdee489-ff76-4b6e-8692-5c0c168040f5,2017,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Joanna,Polcyn-Lewandowska,,1480370,,TRUE,TRUE
Multicolor Ramsey numbers and restricted Turan numbers for the loose 3-uniform path of length three,8cdee489-ff76-4b6e-8692-5c0c168040f5,2017,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Andrzej,Ruciński,,1480332,,TRUE,TRUE
Multicolor Ramsey numbers and restricted Turan numbers for the loose 3-uniform path of length three,8cdee489-ff76-4b6e-8692-5c0c168040f5,2017,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Eliza,Jackowska-Boryc,,4021405,,TRUE,
Multicoloring of cannonball graphs,aa8437e0-a81d-4621-b106-48c3b5ca7ebd,2016,,,ARS Mathematica Contemporanea,47995,,,A,30,Rafał Michał,Witkowski,,1480367,,TRUE,TRUE
Multilinear fractional integrals in weighted grand Lebesgue spaces,17088682-18d6-4db2-bf71-a8011950f44a,2015,,,Proceedings of A. Razmadze Mathematical Institute,48904,,,,,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Multilinear integral operators in weighted grand Lebesgue spaces,d89873a3-a5cc-4c1c-a3c7-a6f162d0b996,2016,10.1515/fca-2016-0037,,Fractional Calculus and Applied Analysis,49340,,,A,45,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Multilinear paraproducts revisited,5ea36ede-7008-484b-9162-4cb10518ddd5,2015,10.4171/RMI/847,,REVISTA MATEMATICA IBEROAMERICANA,26752,,,A,35,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Multiplier projections on spaces of real analytic functions in several variables,PX-599ddc9ed5defcb1cbbd00e2,2017,10.1080/17476933.2016.1218854,,Complex Variables and Elliptic Equations,40211,,,A,25,Paweł Jan,Domański,,969017,,TRUE,TRUE
Multivalued mappings in hyperconvex spaces,WOS:000388945400006,2015,,,THEORY OF HYPERCONVEX METRIC SPACES: A BEGINNER'S GUIDE,,,,,,Marcin,Borkowski,,1480352,,TRUE,TRUE
Multivariate analysis of variance for functional data,077071d2-4fb7-477c-a4f0-1f17d14b8a31,2017,10.1080/02664763.2016.1247791,,JOURNAL OF APPLIED STATISTICS,27296,,,A,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Multivariate analysis of variance for functional data,077071d2-4fb7-477c-a4f0-1f17d14b8a31,2017,10.1080/02664763.2016.1247791,,JOURNAL OF APPLIED STATISTICS,27296,,,A,15,Łukasz,Smaga,,3993619,,TRUE,TRUE
Multivariate time series classification with parametric derivative dynamic time warping,287b6cc3-492f-4fdf-944f-ebc00b0a75af,2015,10.1016/j.eswa.2014.11.007,,EXPERT SYSTEMS WITH APPLICATIONS,31470,,,A,35,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
"Na marginesie artykułu prof. Adama Nowaczyka ,,Zrozumieć Tarskiego''",7a5dc980-a480-402c-a388-163616946b5e,2014,,,Przegląd Filozoficzny Nowa Seria,,34897,34897,C,11,Roman,Murawski,021531,1480282,,TRUE,TRUE
Necessary and sufficient conditions in the problem of D-optimal weighing designs with autocorrelated errors,28eefd9d-669b-4d66-9b44-44f8b0e8af2e,2014,10.1016/j.spl.2014.04.027,,STATISTICS S PROBABILITY LETTERS,,26158,,A,20,Łukasz,Smaga,200621,3993619,,TRUE,TRUE
Networks for the weak topology of Banach and Fréchet spaces,eea2415d-a699-4843-9e48-c029a864dd47,2015,10.1016/j.jmaa.2015.07.037,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,,22916,,A,40,Jerzy,Kąkol,,1480285,,TRUE,TRUE
New bounds in Balog-Szemerédi-Gowers theorem,2c1e0a50-76ff-4861-8f3e-8c1bf41f9eb1,2015,10.1007/s00493-014-3077-4,,COMBINATORICA,,26650,26650,A,35,Tomasz,Schoen,,1480313,,TRUE,TRUE
New Examples of Divisibility Sequences,569a72db-a822-4cf4-933f-2bb4637abc68,2016,,,INTEGERS,,,,,,Górnisiewicz,Krzysztof,,1480348,,TRUE,TRUE
Nielsen-Reidemeister indices for multivalued maps,55281c68-ef09-4246-aa69-4664b92454ce,2018,,,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,36034,,,A,15,Adam,Przestacki,,3995615,,TRUE,TRUE
"Nieskonczonosc w matematyce. Zmagania z potrzebnym, acz kłopotliwym pojeciem.",9a87c219-afed-4f2d-9ce1-ddb7b7cf85cf,2014,,,Zagadnienia Filozoficzne w Nauce,42583,,,,,Roman,Murawski,021531,1480282,,TRUE,TRUE
Non-Archimedean Quantitative Grothendieck and Krein's Theorems,35f28ebb-5758-4cbc-981d-4ce43d48f16b,2013,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Non-isometric transforms in time series classification using DTW,4cc0e2c6-cc47-414a-b2f2-9d961d609abd,2014,10.1016/j.knosys.2014.02.011,,KNOWLEDGE-BASED SYSTEMS,31272,,,A,40,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Non-squareness properties of Orlicz–Lorentz sequence spaces,9d20c66b-b2b8-4fbf-bf30-63edbddc80fe,2013,10.1016/j.jfa.2012.10.014,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Paweł,Foralewski,097871,1480311,,TRUE,TRUE
Non-squareness properties of Orlicz–Lorentz sequence spaces,9d20c66b-b2b8-4fbf-bf30-63edbddc80fe,2013,10.1016/j.jfa.2012.10.014,,JOURNAL OF FUNCTIONAL ANALYSIS,22861,,,A,40,Henryk Teodor,Hudzik,,902327,,TRUE,TRUE
Nonautonomous superposition operators in the spaces of functions of bounded variation,30b5a73a-4378-40f8-9b38-b752be9c9475,2016,10.12775/TMNA.2016.070,,Topological Methods in Nonlinear Analysis,34913,,,A,35,Daria Barbara,Bugajewska,,1480327,,TRUE,TRUE
Nonautonomous superposition operators in the spaces of functions of bounded variation,30b5a73a-4378-40f8-9b38-b752be9c9475,2016,10.12775/TMNA.2016.070,,Topological Methods in Nonlinear Analysis,34913,,,A,35,Dariusz,Bugajewski,046422,1480312,,TRUE,TRUE
Nonautonomous superposition operators in the spaces of functions of bounded variation,30b5a73a-4378-40f8-9b38-b752be9c9475,2016,10.12775/TMNA.2016.070,,Topological Methods in Nonlinear Analysis,34913,,,A,35,Piotr,Kasprzak,190426,3916832,,TRUE,TRUE
Nonlinear Principal Component Analysis for Geographically Weighted Temporal‑spatial Data,8d82e3ab-bb97-4baf-84d3-da0f66bf6212,2018,10.18778/0208-6018.337.11,,Acta Universitatis Lodziensis Folia Oeconomica,42948,,,B,14,Waldemar,Wołyński,,923993,,TRUE,TRUE
Nonlinear Sturm-Liouville dynamic equation with a measure of noncompactness in Banach spaces,5b1e1e4d-fea5-4ec2-bfb8-05ebd697a7b2,2013,10.1515/math-2015-0002,,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,36034,,,A,15,Ireneusz,Kubiaczyk,017354,924055,,TRUE,TRUE
Nonlinear Sturm-Liouville dynamic equation with a measure of noncompactness in Banach spaces,5b1e1e4d-fea5-4ec2-bfb8-05ebd697a7b2,2013,10.1515/math-2015-0002,,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,36034,,,A,15,Aneta,Sikorska-Nowak,090597,1480329,,TRUE,TRUE
Nonoscillatory Solutions to Second-Order Neutral Difference Equations,3fb05962-5636-480f-bd95-71a3d3b21ca3,2018,10.3390/sym10060207,,SYMMETRY,44024,,,A,30,Janusz,Migda,,1480288,,TRUE,TRUE
Nonseparable closed vector subspaces of separable topological vector spaces,6b2ea0cf-ee4b-4d88-8035-3e6f25f19ee4,2017,,,MONATSHEFTE FUR MATHEMATIK,,23327,23327,A,25,Jerzy,Kąkol,,1480285,,TRUE,TRUE
Norm estimates for matrix operators between Banach spaces,6f3f58aa-7581-4b2a-8d2e-3f1653bbd0dc,2013,10.1016/j.laa.2012.09.002,,LINEAR ALGEBRA AND ITS APPLICATIONS,23149,,,A,30,Paweł,Mleczko,190702,1480358,,TRUE,TRUE
Norm estimates for matrix operators between Banach spaces,6f3f58aa-7581-4b2a-8d2e-3f1653bbd0dc,2013,10.1016/j.laa.2012.09.002,,LINEAR ALGEBRA AND ITS APPLICATIONS,23149,,,A,30,Mieczysław,Mastyło,027096,971105,,FALSE,TRUE
Norm estimates for random polynomials on the scale of Orlicz spaces,acf022de-abf5-4028-b717-1de01b79cee4,2017,10.1215/17358787-0000006X,,Banach Journal of Mathematical Analysis,39998,,,A,30,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Normed Orlicz function spaces which can be quasi-renormed with easily calculable quasinorms,bd0cb9f6-2e68-4101-9876-2ef11e876cab,2017,10.1215/17358787-2017-0009,,Banach Journal of Mathematical Analysis,39998,,,A,30,Paweł,Foralewski,,1480311,,TRUE,TRUE
Normed Orlicz function spaces which can be quasi-renormed with easily calculable quasinorms,bd0cb9f6-2e68-4101-9876-2ef11e876cab,2017,10.1215/17358787-2017-0009,,Banach Journal of Mathematical Analysis,39998,,,A,30,Radosław,Kaczmarek,,1480356,,TRUE,TRUE
Normowe pojęcie rodzina betonów na przykładzie ciągłej produkcji płyt Spiroll,91e10e3a-9d15-413b-85b5-a02f5098655e,2014,,,Budownictwo i Architektura,41430,,,B,6,Łukasz,Smaga,200621,3993619,,TRUE,TRUE
Note: k-connectivity of uniform s-intersection graphs,b20eb7e6-2a59-4351-91e6-0c8585472a2e,2014,10.1016/j.disc.2014.06.014,,DISCRETE MATHEMATICS,22082,,,A,25,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
Nowe rozwiązania w zakresie systemów do strumieniowania obrazu ruchomego w sieciach bezprzewodowych,00cbf435-3c57-4c38-8d3d-677331558ba7,2016,10.15199/59.2016.6.100,,Przegląd Telekomunikacyjny + Wiadomości Telekomunikacyjne,,34914,34914,B,9,Krzysztof,Dyczkowski,095073,1480318,,TRUE,TRUE
O przedmiocie badań informatyki,6a96b845-b112-4822-b07a-2bce6b7d736f,2014,,,Studia Philosophiae Christianae,43541,,,B,11,Izabela,Bondecka-Krzykowska,,1480320,,TRUE,TRUE
Obraz matematyki i logiki w polskich encyklopediach  okresu międzywojennego,e84b8f78-9a89-441d-b4d6-28498246a99e,2017,,,Kwartalnik Historii Nauki i Techniki,23100,,,C,10,Roman,Murawski,,1480282,,TRUE,TRUE
Ocena zróżnicowania pozimu życia mieszkańców województw w latach 2003-2013 za pomocą składowych głównych dla wielowymiarowych danych funkcjonalnych oraz analizy skupień,81c3f60b-d77d-4469-80e9-3ce9d5d47c61,2016,,,PRZEGLĄD STATYSTYCZNY,23730,,,B,14,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Ocena zróżnicowania pozimu życia mieszkańców województw w latach 2003-2013 za pomocą składowych głównych dla wielowymiarowych danych funkcjonalnych oraz analizy skupień,81c3f60b-d77d-4469-80e9-3ce9d5d47c61,2016,,,PRZEGLĄD STATYSTYCZNY,23730,,,B,14,Waldemar,Wołyński,027270,923993,,TRUE,TRUE
Omega theorems related to the general Euler totient function,f9457424-48bc-4cde-a374-056ca9462ba8,2014,10.1016/j.jmaa.2013.10.050,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kaczorowski,005746,969486,,TRUE,TRUE
Omega theorems related to the general Euler totient function,f9457424-48bc-4cde-a374-056ca9462ba8,2014,10.1016/j.jmaa.2013.10.050,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Kazimierz,Wiertelak,011189,1480305,,TRUE,TRUE
On  non-archimedean Gurarii spaces,bd6f3b07-51da-4b77-afe5-821baa95a596,2017,10.1016/j.jmaa.2017.01.072,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On a centralization measure of graphs. Part 1. Labeled trees,117332c3-3dd9-4408-a7b1-c8e188f32b59,2015,,,Indian Journal of Mathematics,,,,,,Zbigniew,Palka,,922717,,TRUE,TRUE
On a certain family of inverse ternary cyclotomic polynomials,20f95f46-da0e-4485-99df-cdb251e011fb,2014,10.1016/j.jnt.2014.01.019,,JOURNAL OF NUMBER THEORY,,22954,,A,20,Bartłomiej,Bzdęga,203420,3916833,,TRUE,TRUE
On a dynamical local–global principle in Mordell–Weil type groups,014544e9-ccbd-48e7-8e56-a64e4267d583,2017,10.1016/j.exmath.2016.07.001,,EXPOSITIONES MATHEMATICAE,29309,,,A,35,Stefan,Barańczuk,,1480350,,TRUE,TRUE
On a fixed point theorem for the product of operators,a1242aad-32c1-4fa4-87e9-de20532717e9,2016,10.1007/s11784-016-0319-7,,Journal of Fixed Point Theory and Applications,,39245,39245,A,25,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On a generalization of Beiter Conjecture,aece74f8-4d3f-4ed6-8c04-e3ff74c8a5c1,2016,10.4064/aa8119-1-2016,,ACTA ARITHMETICA,24635,,,A,20,Bartłomiej,Bzdęga,,3916833,,TRUE,TRUE
On a generalization of the Euler totient function,0e03a922-8916-412e-bca1-e00dab7ca382,2013,10.1007/s00605-012-0417-6,,MONATSHEFTE FUR MATHEMATIK,,23327,23327,A,25,Jerzy,Kaczorowski,005746,969486,,TRUE,TRUE
On a Hecke-type functional equation with conductor q=5,53c1581b-b6ac-4a7e-8347-20c777145003,2018,10.1007/s10231-018-0744-x,,ANNALI DI MATEMATICA PURA ED APPLICATA,28602,,,A,35,Jerzy,Kaczorowski,,969486,,TRUE,TRUE
On a local similarity of graphs,3df30306-00c1-453b-9da8-41999f90a46f,2015,10.1016/j.disc.2015.01.016,,DISCRETE MATHEMATICS,22082,,,A,25,Krzysztof Zbigniew,Krzywdziński,,1480368,,TRUE,TRUE
On a local to global principle in étale K-groups of curves,1d9ab62b-40ce-45d9-9777-9d235501935e,2013,10.1017/is013003030jkt13223,,Journal of K-Theory,,40998,40998,A,25,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
On Banach envelopes of Hardy–Orlicz spaces on planar domains,fc71a480-f202-4fab-8b09-00230247e205,2018,10.14708/cm.v58i1−2.6408,,Roczniki Polskiego Towarzystwa Matematycznego,46062,,,,,Michał,Rzeczkowski,,3998725,,TRUE,TRUE
On Banach spaces of regulated functions,PX-5af1ed6ad5def6d7cbcbc33a,2017,10.14708/cm.v57i2.4373,,Commentationes Mathematicae,28616,,,B,9,Lech,Drewnowski,,1480308,,TRUE,
On Beurling type theorem for abstract  Hardy spaces,a1c4235f-da7f-49f6-bafa-38fe08a44169,2013,10.1016/j.jmaa.2012.12.061,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Paweł,Mleczko,190702,1480358,,TRUE,TRUE
On Bohr radii of finite dimensional complex Banach spaces,ddbea7fe-a306-4ed6-a2ee-2964a8bc518b,2018,10.7169/facm/1728,,"Functiones et Approximatio, Commentarii Mathematici",42519,,,B,14,Mieczysław,Mastyło,,971105,,TRUE,TRUE
On bounded lower Λ-variation,211998c6-5b85-4d83-b7a8-1d4b53b01b33,2015,10.1016/j.jmaa.2014.09.072,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Daria Barbara,Bugajewska,,1480327,,TRUE,TRUE
On bounded lower Λ-variation,211998c6-5b85-4d83-b7a8-1d4b53b01b33,2015,10.1016/j.jmaa.2014.09.072,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Piotr,Kasprzak,190426,3916832,,TRUE,TRUE
On Caffarelli-Kohn-Nirenberg Inequalities for Block-Radial Functions,PX-575535bdc2dc9aec536c0578,2016,10.1007/s11118-016-9535-4,,Potential Analysis,,30826,30826,A,40,Leszek,Skrzypczak,,1480337,,TRUE,TRUE
On certain sequences in Mordell-Weil type groups.,1ba927d2-a54e-4490-aab6-b08c5631d1e7,2017,,,New York Journal of Mathematics,47750,,,A,20,Stefan,Barańczuk,,1480350,,TRUE,TRUE
On Closed Subspaces of Non-Archimedean Nuclear Fréchet Spaces with a Schauder Basis,PX-58d81103d5ded3acc6da19e6,2015,,,The Journal of Geometric Analysis,,33090,33090,A,35,Wiesław,Śliwa,,1480342,,TRUE,TRUE
On cohomological systems of Galois representations,827ea88b-2143-497b-8433-b19801374d15,2016,10.4064/bc108-0-5,,BANACH CENTER PUBLICATIONS,,42895,42895,B,14,Wojciech Jerzy,Gajda,,1480333,,TRUE,TRUE
On Complex Explicit Formulae Connected with the Möbius Function of an  Elliptic Curve,400367e4-1785-41e1-a8ec-65fa776279d4,2014,10.4153/CMB-2013-021-3,,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,,21829,,A,15,Adrian,Łydka,190613,1480357,,TRUE,TRUE
On complex zeros off the critical line for non-monomial polynomial of zeta-functions,d88667ae-def3-43df-b265-0601235d7ae0,2016,10.1007/s00209-016-1643-8,,MATHEMATISCHE ZEITSCHRIFT,,23233,23233,A,35,Łukasz,Pańkowski,,1480364,,TRUE,TRUE
On continuity and compactness of some nonlinear operators in the spaces of functions of bounded variation,eeb5b5e0-97c3-4400-91d6-493a9c276530,2016,10.1007/s10231-015-0526-7,,ANNALI DI MATEMATICA PURA ED APPLICATA,,28602,28602,A,35,Dariusz,Bugajewski,046422,1480312,,TRUE,TRUE
On continuity and compactness of some nonlinear operators in the spaces of functions of bounded variation,eeb5b5e0-97c3-4400-91d6-493a9c276530,2016,10.1007/s10231-015-0526-7,,ANNALI DI MATEMATICA PURA ED APPLICATA,,28602,28602,A,35,Piotr,Kasprzak,190426,3916832,,TRUE,TRUE
On continuous dependence of solutions of dynamic equations,f6698d89-3cdb-45ac-b4a0-90e0c9b65ab3,2015,10.1016/j.amc.2014.12.047,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,A,40,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
On convolutions of convex sets and related problems,4d0ff85f-fd77-42b3-9a20-3ea804ad418b,2014,10.4153/CMB-2013-041-8,,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,21829,,,A,15,Tomasz,Schoen,064923,1480313,,TRUE,TRUE
On Countable Tightness and the Lindelöf Property in Non-Archimedean Banach Spaces,e76fa56c-eebd-4e1f-a1eb-10b281b18dad,2018,,,JOURNAL OF CONVEX ANALYSIS,31165,,,A,30,Jerzy,Kąkol,,1480285,,TRUE,TRUE
On equivariant and invariant topological complexity of smooth $Z/p$-spheres,e46dd5c4-9537-492a-ab3a-237d85d3512e,2017,10.1090/proc/13528,,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,21370,,,A,25,Zbigniew,Błaszczyk,,3953410,,TRUE,TRUE
On equivariant and invariant topological complexity of smooth $Z/p$-spheres,e46dd5c4-9537-492a-ab3a-237d85d3512e,2017,10.1090/proc/13528,,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,21370,,,A,25,Marek Stanisław,Kaluba,,3980552,,TRUE,TRUE
On Erdős’ extremal problem on matchings in hypergraphs,0d4fe969-2dc1-4f8b-a5c2-62ba0a892f47,2014,10.1016/j.jcta.2014.01.003,,JOURNAL OF COMBINATORIAL THEORY SERIES A,,25272,,A,35,Katarzyna Izabela,Mieczkowska-Chwedyna,,3957531,,TRUE,TRUE
On Erdős’ extremal problem on matchings in hypergraphs,0d4fe969-2dc1-4f8b-a5c2-62ba0a892f47,2014,10.1016/j.jcta.2014.01.003,,JOURNAL OF COMBINATORIAL THEORY SERIES A,,25272,,A,35,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
On finitely generated vector sublattices,54ac7f6e-7bd0-453d-8871-951c358a0d3d,2019,10.4064/sm170524-23-12,,STUDIA MATHEMATICA,24165,,,,,Witold,Wnuk,,1480287,,TRUE,TRUE
On finitely generated vector sublattices,54ac7f6e-7bd0-453d-8871-951c358a0d3d,2019,10.4064/sm170524-23-12,,STUDIA MATHEMATICA,24165,,,,,Lech,Drewnowski,,1480308,,TRUE,
On generalized shift graphs,caea2eaf-f355-4438-bb99-b4848fcd1a42,2014,10.4064/fm226-2-6,,FUNDAMENTA MATHEMATICAE,,22324,22324,A,25,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
